SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200730,20070920,5,15,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000372422,UM,YF,994107600399521,L,UM,Top Up,Fresh,STORE00001,LS,E02
200733,20071011,5,21,1,2.25,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000871730,UM,,994107900727107,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200732,20071002,3,13,1,2.25,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000661427,MM,OT,994107800598757,M,LA,Top Up,Fresh,STORE00001,LS,E02
200732,20071001,2,12,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000576800,MM,OA,994107800543230,L,MM,Top Up,Fresh,STORE00001,LS,E02
200732,20071001,2,15,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000161411,MM,PE,994107800273538,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200732,20071006,7,13,1,2.25,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000402352,UM,YA,994107800429853,M,MM,Top Up,Grocery,STORE00001,LS,E02
200731,20070925,3,19,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000985195,LA,OA,994107700816493,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200732,20071002,3,13,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000540040,MM,YA,994107800519350,L,MM,Top Up,Mixed,STORE00001,LS,E02
200737,20071107,4,20,1,2.25,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000836210,UM,YF,994108300711593,L,MM,Top Up,Fresh,STORE00001,LS,E02
200733,20071011,5,14,1,2.25,PRD0900001,CL00072,DEP00021,G00007,D00002,,,,994107900061784,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200740,20071128,4,13,1,2.25,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000280656,MM,OT,994108600347323,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200740,20071201,7,14,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000403088,LA,YF,994108600427857,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200731,20070929,7,20,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000200987,UM,,994107700303398,L,MM,Top Up,Fresh,STORE00001,LS,E02
200732,20071002,3,14,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000167190,LA,OA,994107800277274,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200730,20070918,3,12,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000107193,LA,PE,994107600232636,L,MM,Top Up,Mixed,STORE00001,LS,E02
200732,20071006,7,15,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,,,,994107800078074,L,LA,Top Up,Fresh,STORE00001,LS,E02
200729,20070915,7,13,1,2.25,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000836210,UM,YF,994107500717998,L,UM,Top Up,Fresh,STORE00001,LS,E02
200740,20071128,4,20,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,,,,994108600102812,L,MM,Top Up,Mixed,STORE00001,LS,E02
200733,20071008,2,16,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000127841,MM,,994107900250008,L,MM,Top Up,Fresh,STORE00001,LS,E02
200741,20071204,3,14,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000845375,MM,OT,994108700713898,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200738,20071115,5,15,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000254358,MM,,994108400330161,L,UM,Top Up,Fresh,STORE00001,LS,E02
200732,20071001,2,20,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000506810,LA,OF,994107800497428,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200733,20071008,2,11,3,6.75,PRD0900001,CL00072,DEP00021,G00007,D00002,CUST0000845375,MM,OT,994107900710064,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200743,20071221,6,16,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000851524,MM,OT,994108900806189,M,MM,Top Up,Grocery,STORE00001,LS,E02
200743,20071220,5,16,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000398965,UM,OA,994108900474847,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200743,20071221,6,13,3,4.56,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000094339,UM,YA,994108900253155,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200719,20070708,1,19,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,,,,994106500004732,L,MM,Full Shop,Grocery,STORE00001,LS,E02
200740,20071129,5,21,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000099658,LA,OF,994108600228240,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200729,20070912,4,11,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000549670,LA,YF,994107500530532,L,MM,Top Up,Fresh,STORE00001,LS,E02
200734,20071017,4,17,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,,,,994108000145039,L,UM,Top Up,Grocery,STORE00001,LS,E02
200725,20070818,7,14,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,,,,994107100160356,L,UM,Top Up,Fresh,STORE00001,LS,E02
200737,20071108,5,21,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000147574,MM,YA,994108300259544,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200645,20070101,2,20,3,4.56,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000192207,MM,YF,994103900248583,L,UM,Top Up,Fresh,STORE00001,LS,E02
200713,20070522,3,17,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000788454,MM,YF,994105900693505,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200706,20070402,2,17,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000923296,UM,YF,994105200752125,L,MM,Top Up,Fresh,STORE00001,LS,E02
200725,20070814,3,14,3,4.56,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000992085,MM,YF,994107100813473,L,UM,Full Shop,Fresh,STORE00001,LS,E02
200651,20070214,4,21,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000109773,UM,,994104500234918,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200742,20071211,3,19,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000341004,MM,YA,994108800383714,M,MM,Top Up,Mixed,STORE00001,LS,E02
200724,20070812,1,16,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000425522,UM,YA,994107000450866,L,MM,Top Up,Fresh,STORE00001,LS,E02
200735,20071024,4,15,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000341004,MM,YA,994108100389889,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200706,20070407,7,21,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000147574,MM,YA,994105200260803,M,MM,Small Shop,Mixed,STORE00001,LS,E02
200645,20070104,5,21,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,,,,994103900007727,L,UM,Top Up,Mixed,STORE00001,LS,E02
200652,20070223,6,14,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000109773,UM,,994104600228178,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200723,20070802,5,10,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000147574,MM,YA,994106900275971,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200730,20070920,5,20,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000674164,UM,,994107600589627,L,UM,Top Up,Fresh,STORE00001,LS,E02
200742,20071216,1,21,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000679573,UM,OT,994108800607093,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200722,20070726,5,20,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000147574,MM,YA,994106800269966,M,UM,Top Up,Fresh,STORE00001,LS,E02
200724,20070810,6,14,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000851524,MM,OT,994107000725637,M,MM,Top Up,Fresh,STORE00001,LS,E02
200651,20070215,5,10,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000173993,UM,OA,994104500276175,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200718,20070628,5,9,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000469228,UM,OT,994106400479683,L,UM,Full Shop,Fresh,STORE00001,LS,E02
200728,20070903,2,17,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000674164,UM,,994107400614510,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200730,20070922,7,15,6,9.12,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000145600,UM,PE,994107600256996,L,MM,Top Up,Mixed,STORE00001,LS,E02
200716,20070616,7,13,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000885717,MM,YF,994106200755338,L,MM,Top Up,Fresh,STORE00001,LS,E02
200731,20070925,3,15,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000851524,MM,OT,994107700728895,M,MM,Top Up,Fresh,STORE00001,LS,E02
200715,20070608,6,14,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,,,,994106100034424,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200731,20070928,6,19,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000094339,UM,YA,994107700234426,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200726,20070823,5,17,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000851524,MM,OT,994107200738744,M,MM,Top Up,Mixed,STORE00001,LS,E02
200743,20071221,6,19,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000978405,UM,YA,994108900899315,M,LA,Small Shop,Grocery,STORE00001,LS,E02
200702,20070308,5,15,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000634688,UM,YA,994104800567858,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200702,20070309,6,16,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000109773,UM,,994104800228864,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200733,20071009,3,15,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,,,,994107900039229,M,MM,Top Up,Fresh,STORE00001,LS,E02
200711,20070510,5,14,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,,,,994105700057225,M,LA,Small Shop,Mixed,STORE00001,LS,E02
200708,20070416,2,11,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000992085,MM,YF,994105400814398,L,UM,Top Up,Fresh,STORE00001,LS,E02
200719,20070705,5,15,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000341004,MM,YA,994106500398116,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200714,20070530,4,12,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000176246,MM,OT,994106000279874,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200740,20071129,5,19,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000278486,MM,,994108600346025,S,MM,Small Shop,Mixed,STORE00001,LS,E02
200715,20070606,4,16,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000550825,UM,YF,994106100532235,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200705,20070328,4,18,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000923296,UM,YF,994105100767302,M,MM,Small Shop,Mixed,STORE00001,LS,E02
200714,20070601,6,14,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000800372,MM,YA,994106000674685,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200743,20071220,5,13,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000167190,LA,OA,994108900306228,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200731,20070929,7,14,3,4.56,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000674164,UM,,994107700613050,L,MM,Top Up,Fresh,STORE00001,LS,E02
200649,20070202,6,21,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000109773,UM,,994104300236712,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200731,20070926,4,13,3,4.56,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000092593,UM,OF,994107700233263,L,MM,Top Up,Fresh,STORE00001,LS,E02
200735,20071023,3,15,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000916905,MM,OT,994108100762865,M,LA,Top Up,Mixed,STORE00001,LS,E02
200732,20071001,2,15,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000292858,MM,PE,994107800358376,L,LA,Top Up,Fresh,STORE00001,LS,E02
200727,20070831,6,14,1,1.52,PRD0900002,CL00075,DEP00022,G00007,D00002,CUST0000111873,UM,YA,994107300244840,L,MM,Top Up,Fresh,STORE00001,LS,E02
200735,20071022,2,17,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000848108,LA,,994108100718004,L,MM,Top Up,Mixed,STORE00001,LS,E02
200740,20071127,3,9,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000068394,MM,OA,994108600207442,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200737,20071109,6,21,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000575612,LA,OA,994108300540178,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200716,20070611,2,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000701067,MM,OT,994106200632525,M,MM,Top Up,Grocery,STORE00001,LS,E02
200645,20070101,2,15,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,,,,994103900081991,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200732,20071002,3,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000361701,MM,YA,994107800403720,S,MM,Small Shop,Grocery,STORE00001,LS,E02
200741,20071208,7,13,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000788454,MM,YF,994108700676563,L,UM,Top Up,Grocery,STORE00001,LS,E02
200738,20071116,6,16,1,1.14,PRD0900003,CL00144,DEP00051,G00015,D00003,CUST0000938755,UM,,994108400782947,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200703,20070313,3,8,1,0.4,PRD0900004,CL00020,DEP00005,G00003,D00001,CUST0000765119,UM,YF,994104900672382,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200646,20070111,5,15,3,1.2,PRD0900004,CL00020,DEP00005,G00003,D00001,CUST0000144475,LA,,994104000244439,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200650,20070211,1,15,1,0.4,PRD0900004,CL00020,DEP00005,G00003,D00001,CUST0000312411,LA,YF,994104400361863,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200648,20070123,3,14,1,0.4,PRD0900004,CL00020,DEP00005,G00003,D00001,,,,994104200098035,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200649,20070204,1,9,3,1.2,PRD0900004,CL00020,DEP00005,G00003,D00001,CUST0000765119,UM,YF,994104300652234,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200709,20070425,4,18,1,0.4,PRD0900004,CL00020,DEP00005,G00003,D00001,,,,994105500140293,M,MM,Top Up,Fresh,STORE00001,LS,E02
200706,20070406,6,21,1,0.4,PRD0900004,CL00020,DEP00005,G00003,D00001,,,,994105200053147,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200651,20070216,6,10,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000925425,LA,OT,994104500762842,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200648,20070127,7,10,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994104200449420,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200720,20070713,6,16,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994106600476767,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200701,20070226,2,15,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000863326,UM,OA,994104700723021,M,LA,Small Shop,Grocery,STORE00001,LS,E02
200702,20070305,2,15,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000184646,MM,YF,994104800277048,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200718,20070630,7,15,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000644893,LA,PE,994106400594905,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200704,20070324,7,12,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000925425,LA,OT,994105000760722,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200702,20070305,2,8,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000863326,UM,OA,994104800714983,M,MM,Top Up,Grocery,STORE00001,LS,E02
200652,20070222,5,14,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000100599,UM,YF,994104600222242,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200645,20070107,1,8,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000986278,LA,,994103900690039,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200645,20070102,3,17,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000997122,LA,OF,994103900695952,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200712,20070514,2,11,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000644893,LA,PE,994105800583260,L,LA,Top Up,Grocery,STORE00001,LS,E02
200722,20070725,4,17,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994106800472039,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200711,20070513,1,15,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000848108,LA,,994105700705263,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200648,20070125,5,18,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000136043,MM,YF,994104200245524,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200645,20070101,2,12,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994103900397886,L,LA,Top Up,Fresh,STORE00001,LS,E02
200649,20070204,1,14,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000644893,LA,PE,994104300576005,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200714,20070531,5,19,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000720862,UM,OA,994106000624268,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200715,20070608,6,12,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000136043,MM,YF,994106100259851,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200652,20070219,2,14,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994104600454295,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200702,20070308,5,9,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000925425,LA,OT,994104800755363,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200710,20070503,5,15,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994105600473085,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200714,20070530,4,17,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994106000460816,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200646,20070112,6,16,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,,,,994104000083126,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200709,20070426,5,16,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000997122,LA,OF,994105500816715,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200718,20070628,5,12,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994106400474953,L,LA,Top Up,Fresh,STORE00001,LS,E02
200719,20070702,2,18,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,,,,994106500093726,L,MM,Top Up,Mixed,STORE00001,LS,E02
200649,20070201,5,14,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000100599,UM,YF,994104300230932,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200651,20070217,7,19,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000132570,LA,YF,994104500249732,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200649,20070204,1,12,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994104300459613,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200650,20070211,1,18,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000132570,LA,YF,994104400248531,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200718,20070630,7,16,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000999935,LA,YF,994106400829087,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200711,20070507,2,19,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000352929,MM,OT,994105700392832,M,MM,Top Up,Mixed,STORE00001,LS,E02
200702,20070307,4,20,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994104800455816,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200651,20070212,2,16,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000986278,LA,,994104500802432,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200713,20070525,6,15,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994105900477099,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200706,20070404,4,14,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000863429,MM,YA,994105200713823,L,LA,Full Shop,Grocery,STORE00001,LS,E02
200651,20070212,2,10,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994104500462683,L,MM,Top Up,Fresh,STORE00001,LS,E02
200705,20070326,2,16,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000287611,LA,OT,994105100352177,L,LA,Top Up,Grocery,STORE00001,LS,E02
200715,20070604,2,15,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000644893,LA,PE,994106100594261,L,LA,Top Up,Grocery,STORE00001,LS,E02
200719,20070708,1,18,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000503950,MM,YA,994106500505873,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200650,20070211,1,13,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994104400456367,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200706,20070402,2,11,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000925425,LA,OT,994105200753477,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200717,20070620,4,21,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994106300470063,L,LA,Top Up,Mixed,STORE00001,LS,E02
200716,20070616,7,20,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000345218,MM,OT,994106200397797,L,MM,Full Shop,Grocery,STORE00001,LS,E02
200712,20070518,6,18,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000132570,LA,YF,994105800253273,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200716,20070613,4,18,3,3.03,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000461850,MM,OA,994106200474309,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200710,20070501,3,8,1,1.01,PRD0900005,CL00155,DEP00053,G00016,D00003,CUST0000287611,LA,OT,994105600358796,L,LA,Top Up,Grocery,STORE00001,LS,E02
